»ç¾÷Àå¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,Æó¾÷ÀÏÀÚ,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,µµ·Î¸íÀüÃ¼ÁÖ¼Ò,ÁÖ¼Ò,"Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿©ºÎ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼ÒÀÏÀÚ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿¬µµ",ÀÎÇã°¡¿¬µµ
¿¡ÆçÁü,2022-03-10,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 1077-24 BK ÈúÅ¸¿î bµ¿ 108È£,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î 278, BK ÈúÅ¸¿î Bµ¿ 1Ãþ 108È£ (µ¶»êµ¿)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î 278, BK ÈúÅ¸¿î Bµ¿ 1Ãþ 108È£ (µ¶»êµ¿)",0,,,2022
ÆÄÀÎ¾î½ºPT,2022-02-16,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 82-9 °¡¿Â ºôµù,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçÃµ·Î29±æ 21, °¡¿Â ºôµù 2Ãþ (¾çÀçµ¿)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçÃµ·Î29±æ 21, °¡¿Â ºôµù 2Ãþ (¾çÀçµ¿)",0,,,2022
¹ÙµðÅ×ÀÏ·¯ PT,2022-02-24,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ´ë¹æµ¿ 404-4,"¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ¿©ÀÇ´ë¹æ·Î24±æ 101, 4Ãþ (´ë¹æµ¿)","¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ¿©ÀÇ´ë¹æ·Î24±æ 101, 4Ãþ (´ë¹æµ¿)",0,,,2022
ÁÖ) °Ç°­°ú¶¡ ÈÖÆ®´Ï½º ¸íÁö´ë,2022-03-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ³²°¡ÁÂµ¿ 50-3 ¸íÁö´ëÇÐ±³,"¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ °ÅºÏ°ñ·Î 34, ¸íÁö´ëÇÐ±³ MCC°ü 2Ãþ (³²°¡ÁÂµ¿)","¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ °ÅºÏ°ñ·Î 34, ¸íÁö´ëÇÐ±³ MCC°ü 2Ãþ (³²°¡ÁÂµ¿)",0,,,2022
ÆúÀÎÇÍ(FALL IN FIT),2022-02-16,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 955-57,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ÀºÃµ·Î 23, 4Ãþ (ºÀÃµµ¿)","¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ÀºÃµ·Î 23, 4Ãþ (ºÀÃµµ¿)",0,,,2022
ºê·ÎÁ¦ÀÌÁü(Brojgym),2022-02-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 798-8 MD 798 BUILDING,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿Áß¾Ó¼­·Î 36, MD 798 BUILDING ÁöÃþ 1È£ (¸ñµ¿)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿Áß¾Ó¼­·Î 36, MD 798 BUILDING ÁöÃþ 1È£ (¸ñµ¿)",0,,,2022
¸ÅÀÏÇÍ,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 719-3,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î53±æ 93-19, ÁöÃþ (¹ÝÆ÷µ¿)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î53±æ 93-19, ÁöÃþ (¹ÝÆ÷µ¿)",0,,,2022
ÁÖ½ÄÈ¸»ç ºñ¿æµå ´õºê·£µå,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¿ì¸éµ¿ 725 ³×ÀÌÃ³ÇÁ¶óÀÚ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ÅÂºÀ·Î 62, ³×ÀÌÃ³ÇÁ¶óÀÚ 5Ãþ 501È£ (¿ì¸éµ¿)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ÅÂºÀ·Î 62, ³×ÀÌÃ³ÇÁ¶óÀÚ 5Ãþ 501È£ (¿ì¸éµ¿)",0,,,2022
F45 ±³´ë,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1698-8,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î51±æ 24, 3Ãþ (¼­ÃÊµ¿)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î51±æ 24, 3Ãþ (¼­ÃÊµ¿)",0,,,2022
¹ÙµðÇÃ·º½ºÁü °øÇ×½ÃÀå¿ªÁ¡,2022-03-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ °øÇ×µ¿ 18-5,"¼­¿ïÆ¯º°½Ã °­¼­±¸ ¹æÈ­µ¿·Î 40, b1Ãþ (°øÇ×µ¿)","¼­¿ïÆ¯º°½Ã °­¼­±¸ ¹æÈ­µ¿·Î 40, b1Ãþ (°øÇ×µ¿)",0,,,2022
¿©¼ºÀü¿ëÇï½ºÀåPT(¸ÞµðÄÃÇÊ¶óÅ×½º¸¶¸¶3È£Á¡),2022-02-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¿°¸®µ¿ 155-13,"¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¹é¹ü·Î 124, Áö1Ãþ (¿°¸®µ¿)","¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¹é¹ü·Î 124, Áö1Ãþ (¿°¸®µ¿)",0,,,2022
¸®ÄÉ¾îÁü,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ Ã¢µ¿ 33-3,"¼­¿ïÆ¯º°½Ã µµºÀ±¸ ³ëÇØ·Î70±æ 81, 2Ãþ 201È£ (Ã¢µ¿)","¼­¿ïÆ¯º°½Ã µµºÀ±¸ ³ëÇØ·Î70±æ 81, 2Ãþ 201È£ (Ã¢µ¿)",0,,,2022
¶óÀÌÇÁ ÇÃ·¯½º ÈÖÆ®´Ï½º,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­ºÏ±¸ ¹øµ¿ 309 ´ö¼öºôµù,"¼­¿ïÆ¯º°½Ã °­ºÏ±¸ ¿ÀÇö·Î 194, ÁöÇÏ1Ãþ (¹øµ¿)","¼­¿ïÆ¯º°½Ã °­ºÏ±¸ ¿ÀÇö·Î 194, ÁöÇÏ1Ãþ (¹øµ¿)",0,,,2022
Åä´Ï¹ÙµðPT& °Ç´ëÁ¡,2022-03-22,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 851-19 ÀçÈ­ºôµù,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î7±æ 50, ÀçÈ­ºôµù 3Ãþ (ÀÚ¾çµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î7±æ 50, ÀçÈ­ºôµù 3Ãþ (ÀÚ¾çµ¿)",0,,,2022
¾ÆÆ²¶ó½º Æ®·¹ÀÌ´×(Atlas),2022-03-03,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹èµ¿ 905-5 ÇÑ±¹¹ý·ÉÁ¤º¸¿ø,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹è·Î16±æ 5, ÇÑ±¹¹ý·ÉÁ¤º¸¿ø 1Ãþ (¹æ¹èµ¿)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹æ¹è·Î16±æ 5, ÇÑ±¹¹ý·ÉÁ¤º¸¿ø 1Ãþ (¹æ¹èµ¿)",0,,,2022
EMS ¹Ùµð¹ßÀü¼Ò,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 191-7 ¿¡ÀÌ½ºÅ×Å©³ëÅ¸¿ö8Â÷ 208È£,"¼­¿ïÆ¯º°½Ã ±¸·Î±¸ µðÁöÅÐ·Î33±æ 11, ¿¡ÀÌ½ºÅ×Å©³ëÅ¸¿ö8Â÷ 208È£ (±¸·Îµ¿)","¼­¿ïÆ¯º°½Ã ±¸·Î±¸ µðÁöÅÐ·Î33±æ 11, ¿¡ÀÌ½ºÅ×Å©³ëÅ¸¿ö8Â÷ 208È£ (±¸·Îµ¿)",0,,,2022
ÁüÆ÷·¹½ºÆ®,2022-03-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®µ¿1°¡ 97 ±èÈñÁ¤Ä¡°úÀÇ¿ø,"¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼ººÏ·Î2±æ 48, 2Ãþ (µ¿¼Ò¹®µ¿1°¡)","¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼ººÏ·Î2±æ 48, 2Ãþ (µ¿¼Ò¹®µ¿1°¡)",0,,,2022
º»ÅõÀ© ½ºÆ÷Ã÷,2022-02-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 564-18 ¿©¾Ï(åýäÜ)ºôµù,"¼­¿ïÆ¯º°½Ã °­³²±¸ µµ»ê´ë·Î25±æ 26, ¿©¾Ï(åýäÜ)ºôµù B02È£ (½Å»çµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ µµ»ê´ë·Î25±æ 26, ¿©¾Ï(åýäÜ)ºôµù B02È£ (½Å»çµ¿)",0,,,2022
ÇÇÆ®´Ï½º Å·´ý,2022-02-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ´ë¹æµ¿ 394-11 ´ë¹æÁÖ»óº¹ÇÕºôµù,"¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »óµµ·Î 61, Áö1Ãþ (´ë¹æµ¿, ´ë¹æÁÖ»óº¹ÇÕºôµù)","¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »óµµ·Î 61, Áö1Ãþ (´ë¹æµ¿, ´ë¹æÁÖ»óº¹ÇÕºôµù)",0,,,2022
¹Ì¹ÌÇÇÆ¼,2022-02-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ±æµ¿ 416-15 °­µ¿Åõ¿þ´ÏÆÛ½ºÆ®,"¼­¿ïÆ¯º°½Ã °­µ¿±¸ ÁøÈ²µµ·Î 81, °­µ¿Åõ¿þ´ÏÆÛ½ºÆ® B1Ãþ (±æµ¿)","¼­¿ïÆ¯º°½Ã °­µ¿±¸ ÁøÈ²µµ·Î 81, °­µ¿Åõ¿þ´ÏÆÛ½ºÆ® B1Ãþ (±æµ¿)",0,,,2022
¶óÆÄÁü¿£ ÇÊ¶óÅ×½º,2022-02-28,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 899-3,"¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ï·Î63±æ 23, 4Ãþ (´ëÄ¡µ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ï·Î63±æ 23, 4Ãþ (´ëÄ¡µ¿)",0,,,2022
Ä¸Æ¾Áü,2022-03-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 1068-23 µ¿ÀÎºôµù,"¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°î·Î 119, µ¿ÀÎºôµù 5Ãþ 502È£ (È­°îµ¿)","¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°î·Î 119, µ¿ÀÎºôµù 5Ãþ 502È£ (È­°îµ¿)",0,,,2022
³ªº½PT&ÇÊ¶óÅ×½º,2022-03-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ È¸±âµ¿ 13-1,"¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ °æÈñ´ë·Î4±æ 18, ÁöÇÏ1Ãþ (È¸±âµ¿)","¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ °æÈñ´ë·Î4±æ 18, ÁöÇÏ1Ãþ (È¸±âµ¿)",0,,,2022
coworker(ÄÚ¿öÄ¿),2022-03-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 66-61,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 531, ÁöÃþ (±¸ÀÇµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 531, ÁöÃþ (±¸ÀÇµ¿)",0,,,2022
Æ®·ç¸Ó½½Áü,2022-03-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »óµµµ¿ 492-19,"¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »óµµ·Î62±æ 29, ÁöÇÏ1Ãþ (»óµµµ¿)","¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »óµµ·Î62±æ 29, ÁöÇÏ1Ãþ (»óµµµ¿)",0,,,2022
¹è·²½ºÆ®·À½º,2022-02-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ½ÅÃµµ¿ 7 Àå¹Ì¾ÆÆÄÆ® ºñ»ó°¡ 2µ¿ 403È£,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿Ã¸²ÇÈ·Î35±æ 112, Àå¹Ì¾ÆÆÄÆ® ºñ»ó°¡ 2µ¿ 403È£ (½ÅÃµµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿Ã¸²ÇÈ·Î35±æ 112, Àå¹Ì¾ÆÆÄÆ® ºñ»ó°¡ 2µ¿ 403È£ (½ÅÃµµ¿)",0,,,2022
ÇÁ¸®ºø PT ½ºÆ©µð¿À,2022-04-01,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ 136-1,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î 192, 2Ãþ (»óºÀµ¿)","¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î 192, 2Ãþ (»óºÀµ¿)",0,,,2022
¹Ùµð´ÙÁü,2022-03-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 292-2,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î115±æ 13, ¼ö¾ÆÁÖ½Åµ¶»ê B101È£ (µ¶»êµ¿)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î115±æ 13, ¼ö¾ÆÁÖ½Åµ¶»ê B101È£ (µ¶»êµ¿)",0,,,2022
³ëÅ© ÇÁ·ÎÁ§Æ®,2022-02-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 817-19,"¼­¿ïÆ¯º°½Ã °­³²±¸ Å×Çì¶õ·Î1±æ 28-8, 2Ãþ (¿ª»ïµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ Å×Çì¶õ·Î1±æ 28-8, 2Ãþ (¿ª»ïµ¿)",0,,,2022
¹Ùµð½º Áü,2022-03-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 90-7 µð¿ÍÀÌºôµù,"¼­¿ïÆ¯º°½Ã °­³²±¸ ÇÐµ¿·Î 233, µð¿ÍÀÌºôµù ÁöÇÏ1Ãþ (³íÇöµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ÇÐµ¿·Î 233, µð¿ÍÀÌºôµù ÁöÇÏ1Ãþ (³íÇöµ¿)",0,,,2022
Á¦ÀÌÅõÁü,2022-03-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷µ¿ 13-3 ´ëÃ»Å¸¿ö,"¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷·Î 623, ´ëÃ»Å¸¿ö 2Ãþ 234-7È£ (°³Æ÷µ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷·Î 623, ´ëÃ»Å¸¿ö 2Ãþ 234-7È£ (°³Æ÷µ¿)",0,,,2022
Æ®·ç±×¸´ ÇÇÆ®´Ï½º 2È£Á¡,2022-03-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 405-282 º¸¼ººôµù,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¿À¸ñ·Î 322, º¸¼ººôµù (¸ñµ¿)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¿À¸ñ·Î 322, º¸¼ººôµù (¸ñµ¿)",0,,,2022
SOMA FIT-IN,2022-03-31,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»µ¿ 542-1 Áý¾Ø»çº£´Ï¾ÆÆÄÆ®,"¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»·Î 65, ÁöÇÏ1Ãþ (¼º³»µ¿, Áý¾Ø»çº£´Ï¾ÆÆÄÆ®)","¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»·Î 65, ÁöÇÏ1Ãþ (¼º³»µ¿, Áý¾Ø»çº£´Ï¾ÆÆÄÆ®)",0,,,2022
ÀÏ·ç°íÁü,2022-02-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈïµ¿ 1010 º®»ê¾ÆÆÄÆ®,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ±ÝÇÏ·Î 793, »ó°¡¿¡ÀÌµ¿ 306È£ (½ÃÈïµ¿, º®»ê¾ÆÆÄÆ®)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ±ÝÇÏ·Î 793, »ó°¡¿¡ÀÌµ¿ 306È£ (½ÃÈïµ¿, º®»ê¾ÆÆÄÆ®)",0,,,2022
¹Ùµð·¦PT Àå¾ÈÁ¡,2022-02-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 433-2,"¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ÀåÇÑ·Î 26, 2Ãþ (Àå¾Èµ¿)","¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ÀåÇÑ·Î 26, 2Ãþ (Àå¾Èµ¿)",0,,,2022
¿øÆÀ¿ùµå,2022-03-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ ÇÏ°èµ¿ 251-7 ¼­¿ï¿ÂÃµ,"¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ ³ë¿ø·Î 247, ¼­¿ï¿ÂÃµ ÁöÇÏ4Ãþ (ÇÏ°èµ¿)","¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ ³ë¿ø·Î 247, ¼­¿ï¿ÂÃµ ÁöÇÏ4Ãþ (ÇÏ°èµ¿)",0,,,2022
¹Ù¸¥PT½ºÆ©µð¿À,2022-02-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 135-5 3Ãþ 301È£,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹éÁ¦°íºÐ·Î 438, 3Ãþ 301È£ (¼ÛÆÄµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹éÁ¦°íºÐ·Î 438, 3Ãþ 301È£ (¼ÛÆÄµ¿)",0,,,2022
Ã¼Å©ÇÍ,2022-02-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 93-5,"¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ »ç°¡Á¤·Î25±æ 22-4, 3Ãþ (Àå¾Èµ¿)","¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ »ç°¡Á¤·Î25±æ 22-4, 3Ãþ (Àå¾Èµ¿)",0,,,2022
ÁüÆÄÆ¼,2022-04-01,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 65 »ï¼ººôµù,"¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼º·Î 642, »ï¼ººôµù 3Ãþ 302È£ (»ï¼ºµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼º·Î 642, »ï¼ººôµù 3Ãþ 302È£ (»ï¼ºµ¿)",0,,,2022
½Å±æPT,2022-03-08,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 324-37 ¿ë¼ººôµù(JYSºôµù),"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °¡¸¶»ê·Î 451, ¿ë¼ººôµù(JYSºôµù) 4Ãþ (½Å±æµ¿)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ °¡¸¶»ê·Î 451, ¿ë¼ººôµù(JYSºôµù) 4Ãþ (½Å±æµ¿)",0,,,2022
½½¸²¾ØÇÍ 1:1 PT,2022-03-11,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 1070-1,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°î·Î 112 (È­°îµ¿),¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°î·Î 112 (È­°îµ¿),0,,,2022
¶óÆÄ¸®¸ÞµðÇÍ,2022-03-16,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ¹æÈ­µ¿ 168-38 ÇÑ¸²¸®Ã¾ºô,"¼­¿ïÆ¯º°½Ã °­¼­±¸ ¾çÃµ·Î 128, ÇÑ¸²¸®Ã¾ºô 101µ¿ 203È£ (¹æÈ­µ¿, ÇÑ¸²¸®Ã¾ºô)","¼­¿ïÆ¯º°½Ã °­¼­±¸ ¾çÃµ·Î 128, ÇÑ¸²¸®Ã¾ºô 101µ¿ 203È£ (¹æÈ­µ¿, ÇÑ¸²¸®Ã¾ºô)",0,,,2022
³×ÀÌÃÄÈÖÆ®´Ï½ºÅ¬·´,2022-03-28,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿7°¡ 203 ¾ÆÅ©·ÎÅ¸¿ö ½ºÄù¾î,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹È¸´ë·Î54±æ 10, ÁöÇÏ1Ãþ (¿µµîÆ÷µ¿7°¡, ¾ÆÅ©·ÎÅ¸¿ö ½ºÄù¾î)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹È¸´ë·Î54±æ 10, ÁöÇÏ1Ãþ (¿µµîÆ÷µ¿7°¡, ¾ÆÅ©·ÎÅ¸¿ö ½ºÄù¾î)",0,,,2022
½ºÆ÷´Ï½º ¹æÀÌÁ¡,2022-03-28,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 207 MIK TOWER,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ À§·Ê¼º´ë·Î18±æ 31-20, MIK TOWER ÁöÇÏ1Ãþ (¹æÀÌµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ À§·Ê¼º´ë·Î18±æ 31-20, MIK TOWER ÁöÇÏ1Ãþ (¹æÀÌµ¿)",0,,,2022
¹Î½º¸ÂÃã¿îµ¿¼¾ÅÍ,2022-03-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °Å¿©µ¿ 40 301È£,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °Å¸¶·Î2±æ 3-4, 301È£ (°Å¿©µ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °Å¸¶·Î2±æ 3-4, 301È£ (°Å¿©µ¿)",0,,,2022
ÇÇÆ®´ÏÁî,2022-03-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 145-35 »ê¼öºôµù ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹éÁ¦°íºÐ·Î48±æ 9, »ê¼öºôµù ÁöÇÏ1Ãþ (¹æÀÌµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹éÁ¦°íºÐ·Î48±æ 9, »ê¼öºôµù ÁöÇÏ1Ãþ (¹æÀÌµ¿)",0,,,2022
´ÚÅÍÆ÷¹Ùµð ÆÛ½º³Î Æ®·¹ÀÌ´×,2022-03-08,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷µ¿ 158-9,"¼­¿ïÆ¯º°½Ã °­³²±¸ ¼±¸ª·Î4±æ 11, 3Ãþ (°³Æ÷µ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ¼±¸ª·Î4±æ 11, 3Ãþ (°³Æ÷µ¿)",0,,,2022
